date,open,close,high,low,volume_from,volume_to
2018-08-18,0.1099,0.09877,0.1035,0.09633,18702068.26,1847292.12
2018-08-19,0.09877,0.1018,0.1023,0.0992,8980461.75,914308.68
2018-08-20,0.1018,0.09178,0.09416,0.0904,13027397.18,1195622.06
2018-08-21,0.09176,0.09483,0.09595,0.09274,15439251.52,1464029.33
2018-08-22,0.1258,0.094,0.1258,0.09,47403.27,4523.43
2018-08-23,0.094,0.09252,0.094,0.0851,27193.92,2485.87
2018-08-24,0.09252,0.094,0.0945,0.087,35769.99,3295.62
2018-08-25,0.094,0.0928,0.09949,0.091,30453.7,2909.97
2018-08-26,0.0928,0.09508,0.09949,0.0928,26132.62,2497.46
2018-08-27,0.09323,0.1008,0.1025,0.09738,20025329.26,2018116.6
2018-08-28,0.09709,0.1054,0.1095,0.09709,77451.08,8041.9
2018-08-29,0.1055,0.106,0.109,0.1013,100082.1,10581.47
2018-08-30,0.106,0.101,0.109,0.098,75081.47,7596.1
2018-08-31,0.101,0.1039,0.1042,0.09845,34441.31,3514.4
2018-09-01,0.1039,0.1098,0.112,0.1015,122589.51,13236.98
2018-09-02,0.1098,0.106,0.1098,0.1034,104220.86,11131.56
2018-09-03,0.106,0.1048,0.107,0.1036,69197.6,7292.67
2018-09-04,0.1048,0.108,0.1089,0.104,82991.43,8834.94
2018-09-05,0.108,0.0875,0.108,0.0875,135797.53,13284.12
2018-09-06,0.0875,0.088,0.09,0.084,106212.72,9195.48
2018-09-07,0.088,0.0854,0.097,0.085,56325.76,4924.12
2018-09-08,0.0854,0.0795,0.08825,0.0792,116443.5,9651.72
2018-09-09,0.0795,0.08035,0.0846,0.07718,49432.34,3952.37
2018-09-10,0.08035,0.075,0.0825,0.07421,78699.46,6042.93
2018-09-11,0.075,0.06952,0.0795,0.06833,41634.39,3027.92
2018-09-12,0.06952,0.06588,0.0725,0.0611,145338.49,9619.8
2018-09-13,0.066,0.07128,0.075,0.063,124646.25,8693.2
2018-09-14,0.07128,0.06964,0.072,0.065,96248.13,6618.44
2018-09-15,0.06964,0.06986,0.0718,0.06718,30318.22,2136.65
2018-09-16,0.06986,0.06985,0.0744,0.06881,182864.35,13124.91
2018-09-17,0.06985,0.066,0.07234,0.0644,51902.96,3556.35
